 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Equity to Liability
0.520694193925803,0.539467945922372,0.568285240109214,0.605435362285418,0.605435362285418,0.998996587890419,0.797395962090839,0.809325072572002,0.303478119843505,0.781639729054754,0.0001621223644563,7760000000.0,0.467476913011751,0.0002480248024802,0.0,0.178458556318739,0.178458556318739,0.178458556318739,0.222369291859696,0.324821390676947,0.0237306592858115,0.0991775914013517,0.171273631091361,0.022080643961022,0.848022735092542,0.689192923023441,0.689195404447959,0.217592236497798,7020000000.0,0.0004439384583013,0.263778352798564,0.38077009053314,0.0081946702194376,0.0059732721803348,0.632249900686292,0.007186824610839,0.130211325089942,0.869788674910058,0.0052354662544099,0.376494968495783,0.0064992200448474,0.0991255068640383,0.170296357740744,0.400006430670009,0.107946026986507,0.0007912917330303,0.0079994193418923,0.0001396743848069,0.0001376825901877,0.0288709677419355,0.0057283022193499,0.3926188914769,0.0055236274910093,0.775334534529557,0.262912978363741,0.334759610226574,0.0415046938371655,0.0062725823379641,0.0028642761581352,0.0765831382532029,0.350879544758961,0.277432004285963,0.0053178001657529,0.552289270823424,0.733746465613316,0.329789600929604,0.0162064393452361,0.932981628100495,0.002250856738152,0.0254822796674163,0.0001228357386341,9970000000.0,0.59393968789816,4350000000.0,0.671577126778781,0.401650344854127,0.552289270823424,0.329789600929604,0.120143933577075,0.648895608168719,0.460437477019461,0.60786509087641,0.315559884271389,0.0354498037293493,0.799065304940186,0.0016646649729807,0.623793376610735,0.605431394123454,0.840298322448415,0.279991287484908,0.0277448105895886,0.567548609578173,0.028462063042044
0.596451031053478,0.661905800261666,0.646287274479362,0.616634716556883,0.616404099223108,0.999235192911871,0.797720785502694,0.809592497924654,0.303546520635407,0.781871448938397,9930000000.0,5500000000.0,0.470191154391351,0.0003380338033803,0.110537503795931,0.203278412203447,0.203278412203447,0.203278412203447,0.271343481138319,0.333663436372639,0.0416383078482085,0.148440680726325,0.221058974165851,0.0221200726100301,0.848062003138056,0.689498484484403,0.689498484484403,0.217604929259324,7850000000.0,0.0005336494621008,0.264490912340412,0.39211467531016,0.012282644983947,0.009355111187081,0.630688620703826,0.0043206667943351,0.0948090818393445,0.905190918160655,0.0054000096384547,0.371995803911131,0.0053658477137564,0.14844398847037,0.220081441821884,0.400286432759977,0.16191904047976,0.001178821786899,0.0053668179508746,9100000000.0,0.0003124335700414,0.0364516129032258,0.0207423292158101,0.410902060107189,0.0096950992005638,0.838769639972768,0.50189886749503,0.632456677180545,0.287826661998451,0.0094363349016797,0.0157226979768587,0.0968766865817427,0.366008365870591,0.277210456453045,0.0077004985428612,0.958393436958747,0.737290047047501,0.329946012505283,0.0,0.956585700525383,0.0028502727757463,0.0193435923114292,0.0001631034231495,0.000132646802526,0.593976247206945,0.0002081174446381,0.671574770831972,0.282037829903915,0.958393436958747,0.329946012505283,0.110933233663468,0.647355085859498,0.460445004312664,0.643662130112509,0.315174820955498,0.0238384436573397,0.866211568612413,0.0017395230332652,0.624061652743773,0.616631248612833,0.844840802218079,0.277912766773752,0.0268078400864336,0.565236709340772,0.0401880313274944
0.412616389606591,0.422208896641954,0.453557470956689,0.598358292855187,0.598358292855187,0.998916167021204,0.796831256312648,0.808783581801952,0.30265972732979,0.781214605173739,0.0001289346907053,0.0,0.488643969703832,0.0008500850085008,0.0,0.142008343516919,0.142008343516919,0.142008343516919,0.197125839084807,0.338367404682747,0.0111015321324319,0.0929077436690823,0.148000301272878,0.0221431450860027,0.848064638261541,0.688458767611478,0.688458767611478,0.217539298556718,1860000000.0,0.0003129279520572,0.263097652516493,0.493060988785813,0.0042059151141494,0.0002283255997913,0.630058834810482,0.0092240490976572,0.148713607642773,0.851286392357227,0.0051220350454326,0.37907838141911,0.0062804669981476,0.0928802905206247,0.146972324862378,0.402083001193693,0.0839580209895053,0.0094285453420307,0.0006703185507456,2250000000.0,0.0001876114415745,0.0280645161290323,0.292789683180823,0.34866918432419,0.185028301478515,0.715924800141348,0.0244284914485191,0.321501391920473,0.0031692626056086,0.0002533527994024,0.0001207387937589,0.139115151126405,0.413579357906566,0.275790217837554,0.0105584814094309,0.889392189010233,0.72904855014995,0.333547831017501,0.0,0.828564596871139,0.0019988051141211,0.0869866787642426,8490000000.0,0.0,0.593888102229203,250000000.0,0.671570451110045,0.348954603881412,0.889392189010233,0.333547831017501,0.110933233663468,0.63990677581319,0.458756429256669,0.915633515565057,0.31400050751426,0.0670760395412557,0.678242341772907,0.0085438493411158,0.623108836169636,0.598353834955831,0.82909373700971,0.281468961581756,0.0266368206848943,0.564296631228504,0.0244933104212161
0.474479598303515,0.535979066724815,0.523743241072863,0.600080716066821,0.600080716066821,0.998975327200857,0.797384479832243,0.809308016719423,0.303502531433548,0.781569693790104,9750000000.0,0.0,0.463066690152068,0.0004400440044004,0.70827006782063,0.166575365555602,0.166575365555602,0.166575365555602,0.215467523872554,0.322487090613284,0.0439372627312189,0.0982004722742448,0.170595767116065,0.0221083941444521,0.847996642664456,0.689162366877345,0.689162366877345,0.217571496691382,6640000000.0,0.0004399457571586,0.263932986766751,0.387727729965351,0.0047943688163219,0.0022564308591405,0.634619046314434,0.0133048814962748,0.175711219276234,0.824288780723766,0.0049482870205025,0.377042965176489,0.0053658477137564,0.0981972739264253,0.169647839529447,0.402344247162802,0.182908545727136,0.0012924431639495,0.0048946062839162,0.000206549945248,0.0001860984460779,0.0562903225806452,0.0031667229704919,0.392087469754189,0.0023056666239589,0.721520445097667,0.313004947764474,0.464652250200292,0.0541522704362542,0.0031522953367631,0.0016245063172591,0.176797152321615,0.345508837744355,0.276193361794036,0.0045959658113838,0.961548613272656,0.728982707578602,0.337613026338688,0.0014975668466335,0.931497256106982,0.002232290002642,0.0270795553026961,944000000.0,6490000000.0,0.593897628249572,3260000000.0,0.671575507964991,0.526487219465169,0.961548613272656,0.337613026338688,0.112544893760653,0.649822120480356,0.460278802982906,0.592096732233493,0.316141405311589,0.0592963108252657,0.796317067685806,0.0002475680739436,0.623324065085626,0.600081529042775,0.840082462572902,0.28442840591658,0.029820708756361,0.568894148372167,0.0201631484090657
0.475990835080193,0.49111426079372,0.528347341934793,0.590928090632612,0.590928090632612,0.998854695897033,0.797233135363517,0.809164539242001,0.303490446487982,0.78141109689821,7150000000.0,3740000000.0,0.46459324123701,0.0002360236023602,0.0,0.161729383506805,0.161729383506805,0.161729383506805,0.192398600737449,0.325387281601471,0.0322761165812121,0.0792280758895855,0.152895985538902,0.0218961431685694,0.847769257388322,0.688385075074056,0.688385075074056,0.217476753937305,5370000000.0,0.0003919335259179,0.263299686846788,0.385035952460788,0.0023369661873129,0.0013955310566484,0.630017739483021,0.0187362642373175,0.19941348973607,0.80058651026393,0.0049086041729392,0.389687149813346,0.0053658477137564,0.0792580650414448,0.151866375084835,0.399604513794457,0.112443778110945,0.0014040355878384,0.0045060776971782,0.0001652781708043,7560000000.0,0.0440322580645161,0.0063158203956934,0.389701725424572,0.0109240072969466,0.681023823245604,0.107131876959776,0.178936604093546,0.0331890008690399,0.0013926147981792,0.0013079497501155,0.134466701750073,0.346881709610977,0.276824058543577,0.0027956529220689,0.641411132720762,0.723192053163883,0.336977272424559,0.0412030573109827,0.925527390553611,0.0018366217366407,0.012208591331847,4930000000.0,3010000000.0,0.593854155144844,2980000000.0,0.671565589227824,0.839608614110646,0.641411132720762,0.336977272424559,0.132625674906079,0.633271145938204,0.45803086982951,0.604523901025043,0.311827919105258,0.114762641957161,0.767818577229495,0.0027960819056552,0.624232654951283,0.590928318094484,0.836078033865769,0.288367269989372,0.0266288495797285,0.564244046587629,0.0173048323508999
0.475405840198898,0.535706498037505,0.524599817977408,0.596325977601291,0.596325977601291,0.998981335656603,0.797379914596897,0.809306714745943,0.303482228724997,0.781558886745258,3120000000.0,0.0,0.462657373157864,0.0003480348034803,0.0,0.162445746070541,0.162445746070541,0.162445746070541,0.213954807601399,0.318879535969442,0.0193293706611008,0.0970604999592867,0.16991790314077,0.0228374527790568,0.848258037503077,0.68970149963448,0.689701470780707,0.217625891396465,5340000000.0,0.0004485051102332,0.264358035915487,0.378842069967587,0.0052455374554213,0.0019457583217195,0.635165956630731,0.0061755077102654,0.119236932007135,0.880763067992865,0.005257212566109,0.375364305956612,0.0053658477137564,0.0968537788851434,0.168938994042682,0.399052547952033,0.119940029985008,0.0020127215363233,0.0031406772352135,0.0001180831324359,0.0001921504280642,0.0324193548387097,0.0475742843294214,0.395219465864634,0.0309024972584678,0.739572109205103,0.17294275363759,0.312067786876925,0.0125473025456417,0.0028387416537437,0.000605587273826,0.109708012437855,0.343976351243173,0.275129121779927,0.0065686144783608,0.8690725144236,0.731157910297601,0.331029828666615,0.0043360711611419,0.907609390991814,0.0022300442392553,0.0124143659636696,88500000.0,4900000000.0,0.593905623171956,1060000000.0,0.671569773461037,0.33637691287289,0.8690725144236,0.331029828666615,0.113092401714469,0.639054106904449,0.458451927784514,0.577494206985438,0.313960582421585,0.0544538438622858,0.79595076946518,0.0045048843161702,0.602288190441436,0.596323552222721,0.840040563338958,0.279257596785509,0.540671734577094,0.570186900024182,0.0313848268819761
0.754643396870277,0.80925643262102,0.810268215643236,0.640654953227922,0.640654953227922,0.999375813885772,0.797873098354675,0.809731027902854,0.303518483561694,0.782021765107617,0.0003477189371757,0.0003003503181523,0.490136970215479,0.0011891189118911,0.0870533454803118,0.225401373730563,0.225401373730563,0.225401373730563,0.341212063912262,0.365317959963217,0.0622381535762361,0.215617620714925,0.280409731113957,0.0223939555422782,0.848785509230085,0.690911655747245,0.690911655747245,0.217767326921114,0.0001583354225036,0.0007673971596223,0.269530114771041,0.416797064192839,0.0105403727289462,0.0062889354412485,0.630682113943645,0.004760211200175,0.101188136771775,0.898811863228225,0.0050788483164447,0.371834759988637,0.0053658477137564,0.215602455746088,0.279571676344167,0.398251393646766,0.230884557721139,0.003769794974283,0.0016779311493187,82900000.0,0.0001966894145539,0.047741935483871,0.0086306420104872,0.403869202415142,0.0078144661920089,0.79441456453638,0.258850040216392,0.370984003690221,0.132448435208186,0.0071504331588101,0.0105454222477142,0.0663157897621051,0.394020493855177,0.277358815465927,0.0091048308916028,0.612044236967615,0.734675294603977,0.328842156375454,0.0108958055888195,0.970340806187856,0.0025218443202339,0.0688528988954555,7830000000.0,5630000000.0,0.593941746405055,8490000000.0,0.671585158930585,0.616012889390809,0.612044236967615,0.328842156375454,0.116771173845599,0.668884281588944,0.465724860809172,0.741733642904592,0.318250824564469,0.0277165272036541,0.913615385577774,0.0002813818426546,0.623757367432515,0.640652817352844,0.848339782558771,0.278231496442643,0.0268111337579208,0.565251883323703,0.037498620788851
0.516550480183298,0.576809856083733,0.561700305155522,0.614249268510645,0.614249268510645,0.9991116729274,0.797560863925137,0.809439385843486,0.303525734529034,0.78170541343122,0.000188371848573,5280000000.0,0.46712127693482,0.0001560156015601,0.22360562810001,0.180059837343559,0.180059837343559,0.180059837343559,0.231918313321358,0.329985145363231,0.0277689550342575,0.114730070841137,0.188220230473752,0.0221218109472609,0.848064508858156,0.689394293508432,0.689394293508432,0.217604998945074,764000000.0,0.0005098679359197,0.263951636089548,0.395924145896204,0.0074464666256891,0.0038933881647487,0.630768414131313,0.0079765454727838,0.137920609486955,0.862079390513045,0.0052838253797866,0.376124791146163,0.0053658477137564,0.114555343853307,0.186893899404268,0.404249333152917,0.119940029985008,0.0005640489789293,0.0112084092956532,667000000.0,0.0002254363289887,0.0343548387096774,0.0299751773570495,0.407023812215915,0.0194864542399993,0.778073083143353,0.32752760234501,0.510378706735148,0.0371973346239485,0.0046405539603254,0.0015464672425733,0.127437699681238,0.355779885162187,0.277951694899296,0.0075991155112068,0.876619938640278,0.734046344901461,0.332472989576712,0.0031950743826337,0.939499377009673,0.0023907182813164,0.0259458444511989,0.0001775466612867,0.0001153646092833,0.593940294439432,3590000000.0,0.671568176060183,0.293594566096352,0.876619938640278,0.332472989576712,0.113814173639072,0.637410118164154,0.458256732203047,0.632264271106595,0.313602928420311,0.0389010688979597,0.820370432584825,0.0012930751134635,0.623618973381054,0.614245364004052,0.842158348765478,0.280564140640282,0.0268300520195121,0.565337273082903,0.0266868455550684
0.479744552235168,0.54502834714348,0.530060495743883,0.619020164603122,0.61823462430995,0.999087639104416,0.797429855504768,0.809334186386357,0.30334687733466,0.781578816620168,0.0002763712204356,7660000000.0,0.459837447472384,0.0006840684068406,0.422411175220164,0.193712865028865,0.193712865028865,0.193712865028865,0.215656613406448,0.314069463110985,0.0198436105691426,0.106913117824281,0.173382541236725,0.0221520264089456,0.848064226523497,0.689205157023389,0.689205157023389,0.217566293488748,8390000000.0,0.0004373505014158,0.263891025790459,0.371958943407474,0.0089247771457811,0.0058347796034121,0.633790290543965,0.0087635305811652,0.144904314176014,0.855095685823986,0.0052889421590099,0.379239425341603,0.0053658477137564,0.10639666487534,0.172355026016138,0.401417158903196,0.0674662668665667,0.000454485508202,0.0139195703130003,5140000000.0,0.0001210396397255,0.0217741935483871,0.0154106017654921,0.398453223581556,0.0204300127816696,0.795214058206848,0.438244434870794,0.497627816690144,0.10719836115101,0.0076406331885159,0.0054405859123381,0.104306087827207,0.337460774432832,0.277213317166536,0.0036700253064045,0.680898239343263,0.73552942597454,0.331567719169222,0.0093920840812085,0.932292691637471,0.0022456216181416,0.0300201871907705,0.0003284997711279,0.0002945940763503,0.59399095323525,0.0001893588639701,0.671555786765537,0.327417689828493,0.680898239343263,0.331567719169222,0.119570286904168,0.630836609414242,0.457148894775951,0.549605511140808,0.312359225473921,0.0326228733237391,0.798701142709605,0.0030452542360359,0.623881518391388,0.619020869659757,0.840290080666788,0.281134609829455,0.028226374354215,0.568060446375265,0.0252322182416632
0.521327938380539,0.573702573048408,0.563681139247283,0.610134190461091,0.610134190461091,0.999020275071726,0.797780133562185,0.809579998979253,0.304099769443409,0.781812361069824,0.0002138118772324,2280000000.0,0.470246512837288,0.0002600260026002,0.27776090697439,0.186928490160549,0.186928490160549,0.186928490160549,0.225772903469793,0.322805404258329,0.0102999228640138,0.0980376190863936,0.184755592377796,0.0220357632543354,0.847951022089111,0.689413048461182,0.689413048461182,0.217594264021273,6560000000.0,0.0004553176565579,0.263953967254897,0.379046980365858,0.0144754618550332,0.0118953894448693,0.630704716373748,0.0024010797107396,0.06137195029779,0.93862804970221,0.0062116309341673,0.370812578425035,0.0053658477137564,0.0980425684368232,0.183794585627027,0.396150708110549,0.055472263868066,0.0006492650117172,0.0097345623929945,812000000.0,0.0001694554956157,0.0166129032258065,0.0055667347208554,0.39303724474797,0.0038045434464928,0.807240297394238,0.312492747726963,0.351790553649885,0.0549039190366469,0.0124543422234439,0.0062762691020779,0.0460436870267525,0.359040176389388,0.277101522466474,0.0055705999551396,0.686235201196849,0.734880709117563,0.327714410915928,0.0,0.948283933847407,0.0025090511338247,0.0149886638568561,0.0002592308305188,0.0002355662260555,0.594023421891696,0.0001089056464617,0.671537928108109,0.150261512205141,0.686235201196849,0.327714410915928,0.110933233663468,0.620512328532866,0.450331626155309,0.602576160339121,0.311919588262574,0.0202561461632013,0.82044393385916,0.000724400270616,0.624455822115913,0.6101324053815,0.841477175340293,0.276520624377021,0.0268123081499427,0.565257271335488,0.0628610796603714
